no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate
709,20,2.257448844396806,59,31,PPP,0,0,0,1,150,300,50,0.1,10,0,440,-3301.0,0.3704545454545455
710,85,2.8035681412991313,46,5,PPP,0,0,0,1,300,300,100,0.1,10,0,272,7734.0,0.40441176470588236
711,75,2.163628895290892,75,35,PPP,0,0,0,1,300,50,100,0.1,10,0,435,-4451.0,0.47126436781609193
712,75,1.61386401302912,60,33,PPP,0,0,0,1,400,350,100,0.1,10,0,605,-2141.0,0.515702479338843
713,17,0.5631457123035685,30,19,PPP,0,0,0,1,350,400,150,0.1,10,0,1558,-3627.0,0.524390243902439
714,87,0.5605636911373828,34,36,PPP,0,0,0,1,300,400,50,0.1,10,0,1020,5580.0,0.546078431372549
715,60,2.431377444901508,20,34,PPP,0,0,0,1,500,500,100,0.1,10,0,377,5497.0,0.53315649867374
716,22,0.9909574065205381,11,16,PPP,0,0,0,1,150,250,250,0.1,10,0,1172,1554.0,0.4761092150170648
717,44,3.210301838103749,26,23,PPP,0,0,0,1,200,300,150,0.1,10,0,256,6320.0,0.421875
718,22,3.202338770896115,90,5,PPP,0,0,0,1,50,200,150,0.1,10,0,222,-847.0,0.14864864864864866
719,44,3.3496563944158697,48,20,PPP,0,0,0,1,100,450,150,0.1,10,0,236,2525.0,0.2584745762711864
720,18,0.837115873786256,85,13,PPP,0,0,0,1,300,400,250,0.1,10,0,1414,-2663.0,0.521923620933522
721,20,1.954858137262553,100,8,PPP,0,0,0,1,450,300,200,0.1,10,0,451,5261.0,0.42572062084257206
722,100,1.7082658429742898,30,6,PPP,0,0,0,1,400,400,150,0.1,10,0,537,2854.0,0.409683426443203
723,38,1.8293107909324209,39,32,PPP,0,0,0,1,350,450,50,0.1,10,0,553,-5566.0,0.5081374321880651
724,19,2.2816809043716333,48,32,PPP,0,0,0,1,50,300,200,0.1,10,0,436,589.0,0.20871559633027523
725,48,0.7377105379209933,84,24,PPP,0,0,0,1,300,250,250,0.1,10,0,1140,-5340.0,0.5157894736842106
726,50,1.8889236169653953,38,48,PPP,0,0,0,1,150,350,50,0.1,10,0,461,-2888.0,0.38611713665943603
727,44,2.609377970337478,58,8,PPP,0,0,0,1,50,100,100,0.1,10,0,290,5024.0,0.20689655172413793
