no,p1.atr_window,p1.atr_multiply,p1.ma_window,p1.short_term,p2.strategy,p2.begin_hour,p2.begin_minute,p2.hours,p2.sl.method,p2.sl.value,p2.target_profit,p2.trail_stop,p2.volume,p2.position_max,p2.timelimit,trade_num,profit,win_rate,drawdown,t_drawdown
564,98,2.292337411531037,74,43,supertrend,0,0,0,1,200,200,150,0.1,10,0,3787,-25647.0,0.4845524161605492,-28903.2,280 days 18:15:00
565,46,3.4864963135226885,52,45,supertrend,0,0,0,1,100,500,50,0.1,10,0,2378,-7199.0,0.33263246425567705,-9127.2,412 days 00:30:00
566,17,0.857234738958657,96,4,supertrend,0,0,0,1,300,50,50,0.1,10,0,11870,8028.0,0.43850042122999155,-4641.2,949 days 16:15:00
567,39,2.623477932019497,76,41,supertrend,0,0,0,1,300,100,250,0.1,10,0,3441,-9580.0,0.5094449287997675,-18146.0,511 days 16:45:00
568,39,1.5547882269028777,67,49,supertrend,0,0,0,1,300,100,250,0.1,10,0,5189,-10181.0,0.5157063017922529,-11038.2,498 days 11:30:00
569,15,0.9620868323702628,12,49,supertrend,0,0,0,1,150,100,50,0.1,10,0,6841,-1350.0,0.5048969448910978,-8239.3,890 days 09:00:00
570,42,1.9843990811952807,43,10,supertrend,0,0,0,1,300,200,100,0.1,10,0,4901,-844.0,0.4423587023056519,-12740.7,1726 days 08:00:00
571,82,3.2780446247140427,18,6,supertrend,0,0,0,1,450,350,100,0.1,10,0,2198,-7008.0,0.36260236578707916,-18728.7,1098 days 09:00:00
572,87,1.9780132007241873,67,42,supertrend,0,0,0,1,50,150,100,0.1,10,0,4455,-1578.0,0.2978675645342312,-7300.3,582 days 16:30:00
573,95,3.4503009215267753,18,9,supertrend,0,0,0,1,300,250,200,0.1,10,0,2000,9244.0,0.4,-8274.2,1438 days 04:45:00
574,56,1.3431184816629909,11,34,supertrend,0,0,0,1,100,450,100,0.1,10,0,6737,11457.0,0.43802879620008905,-3546.8,695 days 10:00:00
575,69,2.712195715674674,46,29,supertrend,0,0,0,1,200,450,100,0.1,10,0,3373,-17482.0,0.4497479988141121,-17436.5,239 days 02:15:00
576,26,3.2926485105262056,41,42,supertrend,0,0,0,1,300,50,200,0.1,10,0,2653,-5108.0,0.5024500565397663,-7366.6,560 days 15:45:00
577,29,3.0330909586359627,90,48,supertrend,0,0,0,1,200,400,150,0.1,10,0,2867,-6714.0,0.45901639344262296,-15074.0,952 days 07:00:00
578,34,1.3702594216260402,21,47,supertrend,0,0,0,1,400,500,100,0.1,10,0,5783,-17666.0,0.5362268718658136,-22910.7,531 days 08:30:00
579,18,2.0207903719615445,96,28,supertrend,0,0,0,1,500,400,250,0.1,10,0,5165,-4177.0,0.5196515004840271,-11124.6,976 days 13:15:00
580,28,1.5934940320043558,32,16,supertrend,0,0,0,1,400,150,150,0.1,10,0,7122,2619.0,0.5005616399887672,-8009.9,617 days 14:30:00
581,61,3.100081568812478,82,31,supertrend,0,0,0,1,100,100,250,0.1,10,0,2791,-2428.0,0.39878179863848084,-7944.4,630 days 04:15:00
582,69,2.004721635998396,98,46,supertrend,0,0,0,1,150,450,200,0.1,10,0,4271,-21153.0,0.45235307890423787,-21908.2,772 days 00:00:00
583,60,2.3085619691488852,33,25,supertrend,0,0,0,1,250,400,150,0.1,10,0,4238,-750.0,0.4966965549787636,-7039.2,722 days 02:15:00
584,48,2.387435086871939,81,20,supertrend,0,0,0,1,300,200,250,0.1,10,0,4090,9173.0,0.5017114914425428,-1350.6,769 days 18:30:00
585,58,2.4781084059787,23,19,supertrend,0,0,0,1,50,250,50,0.1,10,0,3802,7102.0,0.2638085218306155,719.7,436 days 11:30:00
